# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2052790	2053041	-	CCC79480.1			cell-division Z-ring component, stimulator of FtsZ polymerization	zapA		lp_2272	252	83	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2053173	2053469	-							lp_2273	297		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2053173	2053469	-	CCC79481.1			hypothetical protein, DUF1292 family			lp_2273	297	98	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2053482	2053916	-							lp_2274	435		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2053482	2053916	-	CCC79482.1			endonuclease, resolvase			lp_2274	435	144	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2053913	2054182	-							lp_2275	270		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2053913	2054182	-	CCC79483.1			hypothetical protein, DUF965 family			lp_2275	270	89	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2054216	2054560	-							lp_2276	345		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2054216	2054560	-	CCC79484.1			hypothetical protein			lp_2276	345	114	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2054567	2057209	-					alaS		lp_2277	2643		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2054567	2057209	-	CCC79485.1			alanine-tRNA synthetase	alaS		lp_2277	2643	880	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2057537	2058880	-					rhe3		lp_2278	1344		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2057537	2058880	-	CCC79486.1			ATP-dependent RNA helicase	rhe3		lp_2278	1344	447	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2058883	2059839	-							lp_2279	957		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2058883	2059839	-	CCC79487.1			phosphoesterase, DHH family			lp_2279	957	318	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2059932	2061065	-					dinP		lp_2280	1134		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2059932	2061065	-	CCC79488.1			DNA polymerase, DNA-damage-inducible protein P	dinP		lp_2280	1134	377	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2061184	2061567	-					yajC		lp_2281	384		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2061184	2061567	-	CCC79489.1			preprotein translocase, YajC subunit	yajC		lp_2281	384	127	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2061645	2062787	-					tgt		lp_2282	1143		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2061645	2062787	-	CCC79490.1			queuine tRNA-ribosyltransferase	tgt		lp_2282	1143	380	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2063097	2064131	-					queA		lp_2285	1035		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2063097	2064131	-	CCC79491.1			S-adenosylmethionine tRNA ribosyltransferase-isomerase	queA		lp_2285	1035	344	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2064149	2065159	-					ruvB		lp_2286	1011		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2064149	2065159	-	CCC79492.1			holliday junction DNA helicase RuvB	ruvB		lp_2286	1011	336	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2065177	2065788	-					ruvA		lp_2287	612		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2065177	2065788	-	CCC79493.1			holliday junction DNA helicase RuvA	ruvA		lp_2287	612	203	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2065989	2066507	+							lp_2289	519		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2065989	2066507	+	CCC79494.1			hypothetical protein			lp_2289	519	172	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2066641	2069709	-							lp_2290	3069		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2066641	2069709	-	CCC79495.1			hypothetical membrane protein			lp_2290	3069	1022	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2069863	2070270	-							lp_2292	408		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2069863	2070270	-	CCC79496.1			hypothetical protein			lp_2292	408	135	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2071309	2073345	-					hexB		lp_2297	2037		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2071309	2073345	-	CCC79497.1			DNA mismatch repair protein MutL/HexB	hexB		lp_2297	2037	678	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2073516	2076206	-					hexA		lp_2298	2691		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2073516	2076206	-	CCC79498.1			DNA mismatch repair protein MutS/HexA	hexA		lp_2298	2691	896	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2076234	2077040	-							lp_2299	807		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2076234	2077040	-	CCC79499.1			metallophosphatase (MPP) superfamily protein			lp_2299	807	268	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2077165	2078724	-							lp_2300	1560		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2077165	2078724	-	CCC79500.1			metal dependent phosphohydrolase, HD family			lp_2300	1560	519	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2078955	2080097	-					recA		lp_2301	1143		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2078955	2080097	-	CCC79501.1			recombinase A	recA		lp_2301	1143	380	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2080189	2081451	-					cinA		lp_2302	1263		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2080189	2081451	-	CCC79502.1			competence-induced protein,molybdopterin-binding domain	cinA		lp_2302	1263	420	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2081719	2082303	-					pgsA		lp_2303	585		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2081719	2082303	-	CCC79503.1			CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase	pgsA		lp_2303	585	194	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2082326	2083198	-							lp_2304	873		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2082326	2083198	-	CCC79504.1			transcription regulator, Xre family			lp_2304	873	290	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2083302	2084603	-							lp_2305	1302		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2083302	2084603	-	CCC79505.1			zinc-dependent proteinase, M16 family			lp_2305	1302	433	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2084600	2085865	-							lp_2306	1266		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2084600	2085865	-	CCC79506.1			non-proteolytic protein, peptidase family M16			lp_2306	1266	421	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2086075	2087427	+					thrA2		lp_2308	1353		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2086075	2087427	+	CCC79507.1			aspartate kinase	thrA2		lp_2308	1353	450	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2088511	2089350	-					glnH2		lp_2312	840		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2088511	2089350	-	CCC79508.1			glutamine/histidine ABC transporter, substrate binding protein	glnH2		lp_2312	840	279	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2089362	2090003	-					glnQ4		lp_2313	642		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2089362	2090003	-	CCC79509.1			glutamine/histidine ABC transporter,ATP-binding protein	glnQ4		lp_2313	642	213	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2090016	2090657	-					glnP2		lp_2314	642		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2090016	2090657	-	CCC79510.1			glutamine/histidine ABC transporter, permease protein	glnP2		lp_2314	642	213	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2091137	2091943	-					minD		lp_2315	807		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2091137	2091943	-	CCC79511.1			septum site-determining protein MinD	minD		lp_2315	807	268	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2091943	2092611	-					minC		lp_2316	669		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2091943	2092611	-	CCC79512.1			septum site-determining protein MinC	minC		lp_2316	669	222	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2092633	2093151	-					mreD		lp_2317	519		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2092633	2093151	-	CCC79513.1			cell shape determining protein MreD	mreD		lp_2317	519	172	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2093164	2094009	-					mreC		lp_2318	846		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2093164	2094009	-	CCC79514.1			cell shape determining protein MreC	mreC		lp_2318	846	281	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2094080	2095084	-					mreB1		lp_2319	1005		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2094080	2095084	-	CCC79515.1			cell shape determining protein MreB	mreB1		lp_2319	1005	334	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2095311	2095946	-					radC		lp_2320	636		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2095311	2095946	-	CCC79516.1			DNA repair protein	radC		lp_2320	636	211	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2096118	2097452	-					folC1		lp_2321	1335		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2096118	2097452	-	CCC79517.1			formylTHF-polyglutamate synthase / folyl-polyglutamate synthase / hydrofolate synthase	folC1		lp_2321	1335	444	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2097626	2100295	-					valS		lp_2322	2670		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2097626	2100295	-	CCC79518.1			valine-tRNA synthetase	valS		lp_2322	2670	889	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2100619	2101113	-					tpx		lp_2323	495		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2100619	2101113	-	CCC79519.1			thiol peroxidase	tpx		lp_2323	495	164	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2101353	2102591	-					gshA		lp_2324	1239		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2101353	2102591	-	CCC79520.1			glutamate-cysteine ligase	gshA		lp_2324	1239	412	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2102796	2104013	-					thiI		lp_2325	1218		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2102796	2104013	-	CCC79521.1			thiamine biosynthesis protein ThiI, ATP pyrophosphatase	thiI		lp_2325	1218	405	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2104031	2105185	-					csd2		lp_2326	1155		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2104031	2105185	-	CCC79522.1			cysteine desulfurase	csd2		lp_2326	1155	384	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2105497	2107218	-					ezrA		lp_2328	1722		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2105497	2107218	-	CCC79523.1			septation ring formation regulator	ezrA		lp_2328	1722	573	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2107390	2107851	+							lp_2330	462		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2107390	2107851	+	CCC79524.1			signaling protein containing GAF domain			lp_2330	462	153	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2108053	2108661	+					rpsD		lp_2331	609		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2108053	2108661	+	CCC79525.1			30S ribosomal protein S4	rpsD		lp_2331	609	202	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2108720	2109346	-							lp_2332	627		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2108720	2109346	-	CCC79526.1			hypothetical protein, DUF1054 family			lp_2332	627	208	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2109479	2109943	+							lp_2333	465		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2109479	2109943	+	CCC79527.1			hypothetical protein, DUF1694 family			lp_2333	465	154	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2109999	2110625	-							lp_2334	627		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2109999	2110625	-	CCC79528.1			hypothetical membrane protein, DUF1648 family			lp_2334	627	208	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2110625	2110903	-							lp_2335	279		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2110625	2110903	-	CCC79529.1			transcription regulator, ArsR family			lp_2335	279	92	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2111070	2113325	-					gshAB		lp_2336	2256		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2111070	2113325	-	CCC79530.1			glutathione biosynthesis bifunctional protein: glutamate-cysteine ligase; glutathione synthetase	gshAB		lp_2336	2256	751	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2113435	2114715	+							lp_2337	1281		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2113435	2114715	+	CCC79531.1			ATPase, AAA family			lp_2337	1281	426	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2115346	2115630	+							lp_2339	285		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2115346	2115630	+	CCC79532.1			hypothetical membrane protein			lp_2339	285	94	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2115697	2116179	+							lp_2340	483		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2115697	2116179	+	CCC79533.1			nucleotide-binding protein, universal stress protein UspA family			lp_2340	483	160	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2116268	2117398	-					bla2		lp_2341	1131		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2116268	2117398	-	CCC79534.1			beta-lactamase, class A	bla2		lp_2341	1131	376	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2117515	2118411	-							lp_2342	897		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2117515	2118411	-	CCC79535.1			transcription regulator, Xre family			lp_2342	897	298	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2118861	2120420	-					glpQ3		lp_2344	1560		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2118861	2120420	-	CCC79536.1			glycerophosphodiester phosphodiesterase	glpQ3		lp_2344	1560	519	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2120496	2121608	-					ddl		lp_2345	1113		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2120496	2121608	-	CCC79537.1			D-alanine-D-alanine ligase	ddl		lp_2345	1113	370	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2121710	2122738	-							lp_2346	1029		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2121710	2122738	-	CCC79538.1			alcohol dehydrogenase, zinc-binding			lp_2346	1029	342	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2122760	2123734	-							lp_2347	975		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2122760	2123734	-	CCC79539.1			hypothetical protein, DUF2785 family			lp_2347	975	324	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2123933	2124850	-					hicD3		lp_2349	918		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2123933	2124850	-	CCC79540.1			L-2-hydroxyisocaproate dehydrogenase	hicD3		lp_2349	918	305	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2125093	2125917	-							lp_2350	825		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2125093	2125917	-	CCC79541.1			D-Methionine-like precursorABC transporter,substrate binding protein			lp_2350	825	274	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2125943	2126635	-							lp_2351	693		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2125943	2126635	-	CCC79542.1			D-Methionine-like precursor ABC transporter,permease protein			lp_2351	693	230	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2126628	2127659	-							lp_2352	1032		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2126628	2127659	-	CCC79543.1			D-Methionine-like precursor ABC transporter,ATP binding binding protein			lp_2352	1032	343	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2128027	2128323	-					gcsH2		lp_2353	297		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2128027	2128323	-	CCC79544.1			glycine cleavage system, H protein	gcsH2		lp_2353	297	98	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2128354	2129559	-					rodA2		lp_2354	1206		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2128354	2129559	-	CCC79545.1			rod-shape determining protein	rodA2		lp_2354	1206	401	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2129707	2129934	-							lp_2357	228		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2129707	2129934	-	CCC79546.1			hypothetical protein, DUF2969 family			lp_2357	228	75	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2129918	2130190	-							lp_2358	273		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2129918	2130190	-	CCC79547.1			hypothetical protein, DUF37 family			lp_2358	273	90	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2130197	2131198	-					mreB2		lp_2359	1002		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2130197	2131198	-	CCC79548.1			cell shape determining protein MreB	mreB2		lp_2359	1002	333	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2131322	2131876	-							lp_2360	555		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2131322	2131876	-	CCC79549.1			ribosomal protein serine-acetylating enzyme			lp_2360	555	184	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2131984	2133300	-					murA2		lp_2361	1317		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2131984	2133300	-	CCC79550.1			UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murA2		lp_2361	1317	438	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2134274	2134702	-					atpC		lp_2363	429		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2134274	2134702	-	CCC79551.1			H(+)-transporting two-sector ATPase, epsilon subunit	atpC		lp_2363	429	142	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2134714	2136117	-					atpD		lp_2364	1404		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2134714	2136117	-	CCC79552.1			H(+)-transporting two-sector ATPase, beta subunit	atpD		lp_2364	1404	467	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2136142	2137086	-					atpG		lp_2365	945		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2136142	2137086	-	CCC79553.1			H(+)-transporting two-sector ATPase, gamma subunit	atpG		lp_2365	945	314	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2137116	2138630	-					atpA		lp_2366	1515		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2137116	2138630	-	CCC79554.1			H(+)-transporting two-sector ATPase, alpha subunit	atpA		lp_2366	1515	504	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2138653	2139198	-					atpH		lp_2367	546		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2138653	2139198	-	CCC79555.1			H(+)-transporting two-sector ATPase, delta subunit	atpH		lp_2367	546	181	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2139188	2139703	-					atpF		lp_2368	516		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2139188	2139703	-	CCC79556.1			H(+)-transporting two-sector ATPase, B subunit	atpF		lp_2368	516	171	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2139757	2139969	-					atpE		lp_2369	213		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2139757	2139969	-	CCC79557.1			H(+)-transporting two-sector ATPase, C subunit	atpE		lp_2369	213	70	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2140007	2140720	-					atpB		lp_2370	714		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2140007	2140720	-	CCC79558.1			H(+)-transporting two-sector ATPase, A subunit	atpB		lp_2370	714	237	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2140998	2142278	-					pyrP		lp_2371	1281		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2140998	2142278	-	CCC79559.1			uracil transport protein	pyrP		lp_2371	1281	426	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2143431	2144060	-					upp		lp_2374	630		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2143431	2144060	-	CCC79560.1			uracil phosphoribosyltransferase	upp		lp_2374	630	209	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2144140	2145378	-					glyA		lp_2375	1239		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2144140	2145378	-	CCC79561.1			glycine hydroxymethyltransferase	glyA		lp_2375	1239	412	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2145437	2146456	-							lp_2376	1020		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2145437	2146456	-	CCC79562.1			translation factor, SUA5 family			lp_2376	1020	339	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2146747	2147613	-							lp_2377	867		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2146747	2147613	-	CCC79563.1			S-adenosyl-L-methionine-dependent N(5)-glutamine methyltransferase, release factor-specific			lp_2377	867	288	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2147606	2148688	-					prfA		lp_2378	1083		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2147606	2148688	-	CCC79564.1			peptide chain release factor 1	prfA		lp_2378	1083	360	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2148702	2149280	-					tdk		lp_2379	579		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2148702	2149280	-	CCC79565.1			thymidine kinase	tdk		lp_2379	579	192	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2149542	2150888	+							lp_2380	1347		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2149542	2150888	+	CCC79566.1			UDP-N-acetylmuramyl tripeptide synthase			lp_2380	1347	448	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2150891	2151613	+							lp_2382	723		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2150891	2151613	+	CCC79567.1			glutamine amidotransferase, CobQ-like domain			lp_2382	723	240	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2151874	2152839	-					pmi		lp_2384	966		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2151874	2152839	-	CCC79568.1			mannose-6-phosphate isomerase	pmi		lp_2384	966	321	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2152916	2153935	-							lp_2385	1020		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2152916	2153935	-	CCC79569.1			beta-lactamase family protein			lp_2385	1020	339	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2154106	2154291	-							lp_2388	186		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2154106	2154291	-	CCC79570.1			hypothetical protein			lp_2388	186	61	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2154543	2155571	-					bcaT		lp_2390	1029		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2154543	2155571	-	CCC79571.1			branched-chain amino acid aminotransferase	bcaT		lp_2390	1029	342	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2155737	2156066	+							lp_2391	330		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2155737	2156066	+	CCC79572.1			hypothetical protein			lp_2391	330	109	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2156282	2157253	-							lp_2393	972		
