# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1743368	1744513	-	WP_011101593.1	WP_011101593.1		ArgE/DapE family deacylase			LP_RS08160	1146	381	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1744634	1746325	-							LP_RS08165	1692		old_locus_tag=lp_1925
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1744634	1746325	-	WP_011101594.1	WP_011101594.1		FAD-dependent oxidoreductase			LP_RS08165	1692	563	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1746518	1747270	+							LP_RS08170	753		old_locus_tag=lp_1926
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1746518	1747270	+	WP_011101595.1	WP_011101595.1		DeoR/GlpR family DNA-binding transcription regulator			LP_RS08170	753	250	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1747286	1747891	+							LP_RS08175	606		old_locus_tag=lp_1927
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1747286	1747891	+	WP_003640631.1	WP_003640631.1		NUDIX hydrolase N-terminal domain-containing protein			LP_RS08175	606	201	
gene	pseudogene	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1748090	1748518	-							LP_RS08180	429		partial;pseudo;old_locus_tag=lp_1928
CDS	without_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1748090	1748518	-				Spx/MgsR family RNA polymerase-binding regulatory protein			LP_RS08180	429		partial;pseudo
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1748657	1749046	-							LP_RS08185	390		old_locus_tag=lp_1929
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1748657	1749046	-	WP_011101596.1	WP_011101596.1		YbgA family protein			LP_RS08185	390	129	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1749276	1749908	-							LP_RS08190	633		old_locus_tag=lp_1930
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1749276	1749908	-	WP_011101597.1	WP_011101597.1		SDR family oxidoreductase			LP_RS08190	633	210	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1750344	1752023	-							LP_RS08195	1680		old_locus_tag=lp_1931
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1750344	1752023	-	WP_011101598.1	WP_011101598.1		hypothetical protein			LP_RS08195	1680	559	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1752183	1752851	-							LP_RS08200	669		old_locus_tag=lp_1932
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1752183	1752851	-	WP_011101599.1	WP_011101599.1		HAD hydrolase-like protein			LP_RS08200	669	222	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1752844	1753449	-							LP_RS08205	606		old_locus_tag=lp_1933
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1752844	1753449	-	WP_003646004.1	WP_003646004.1		sugar O-acetyltransferase			LP_RS08205	606	201	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1753523	1754236	-							LP_RS08210	714		old_locus_tag=lp_1934
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1753523	1754236	-	WP_003640645.1	WP_003640645.1		MurR/RpiR family transcriptional regulator			LP_RS08210	714	237	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1754568	1755422	-							LP_RS08215	855		old_locus_tag=lp_1935
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1754568	1755422	-	WP_011101600.1	WP_011101600.1		alpha/beta hydrolase			LP_RS08215	855	284	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1755561	1756202	-							LP_RS08220	642		old_locus_tag=lp_1936
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1755561	1756202	-	WP_011101601.1	WP_011101601.1		NAD(P)H-binding protein			LP_RS08220	642	213	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1756205	1756639	-							LP_RS08225	435		old_locus_tag=lp_1937
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1756205	1756639	-	WP_003644458.1	WP_003644458.1		DUF2255 family protein			LP_RS08225	435	144	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1756855	1757745	+							LP_RS08230	891		old_locus_tag=lp_1938
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1756855	1757745	+	WP_003644459.1	WP_003644459.1		LysR family transcriptional regulator			LP_RS08230	891	296	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1757909	1758853	+							LP_RS08235	945		old_locus_tag=lp_1939
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1757909	1758853	+	WP_003644460.1	WP_003644460.1		NADP-dependent oxidoreductase			LP_RS08235	945	314	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1758948	1759196	-							LP_RS08240	249		old_locus_tag=lp_1940
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1758948	1759196	-	WP_003640651.1	WP_003640651.1		hypothetical protein			LP_RS08240	249	82	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1759376	1760782	-							LP_RS08245	1407		old_locus_tag=lp_1941
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1759376	1760782	-	WP_011101602.1	WP_011101602.1		FAD-dependent oxidoreductase			LP_RS08245	1407	468	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1760937	1761542	-							LP_RS08250	606		old_locus_tag=lp_1942
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1760937	1761542	-	WP_011101603.1	WP_011101603.1		response regulator transcription factor			LP_RS08250	606	201	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1761552	1762661	-							LP_RS08255	1110		old_locus_tag=lp_1943
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1761552	1762661	-	WP_015380422.1	WP_015380422.1		sensor histidine kinase			LP_RS08255	1110	369	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1762639	1763409	-							LP_RS08260	771		old_locus_tag=lp_1944
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1762639	1763409	-	WP_003640655.1	WP_003640655.1		ABC transporter permease			LP_RS08260	771	256	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1763406	1764293	-							LP_RS08265	888		old_locus_tag=lp_1945
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1763406	1764293	-	WP_003645994.1	WP_003645994.1		ABC transporter ATP-binding protein			LP_RS08265	888	295	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1764497	1764646	-							LP_RS15745	150		
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1764497	1764646	-	WP_162854876.1	WP_162854876.1		hypothetical protein			LP_RS15745	150	49	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1764940	1765407	+							LP_RS08270	468		old_locus_tag=lp_1947
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1764940	1765407	+	WP_003640658.1	WP_003640658.1		GNAT family N-acetyltransferase			LP_RS08270	468	155	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1765466	1765903	+							LP_RS08275	438		old_locus_tag=lp_1948
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1765466	1765903	+	WP_027821980.1	WP_027821980.1		MarR family transcriptional regulator			LP_RS08275	438	145	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1765912	1766568	+							LP_RS08280	657		old_locus_tag=lp_1949
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1765912	1766568	+	WP_223843847.1	WP_223843847.1		DUF6198 family protein			LP_RS08280	657	218	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1766900	1767067	-							LP_RS15750	168		
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1766900	1767067	-	WP_003640662.1	WP_003640662.1		hypothetical protein			LP_RS15750	168	55	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1767080	1767217	-							LP_RS15755	138		
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1767080	1767217	-	WP_015380425.1	WP_015380425.1		hypothetical protein			LP_RS15755	138	45	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1767319	1767732	-							LP_RS08285	414		old_locus_tag=lp_1953
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1767319	1767732	-	WP_003640664.1	WP_003640664.1		YjdF family protein			LP_RS08285	414	137	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1768313	1769212	+							LP_RS08290	900		old_locus_tag=lp_1954
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1768313	1769212	+	WP_003640665.1	WP_003640665.1		ATP-binding cassette domain-containing protein			LP_RS08290	900	299	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1769226	1769978	+							LP_RS08295	753		old_locus_tag=lp_1955
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1769226	1769978	+	WP_003644468.1	WP_003644468.1		ABC transporter permease			LP_RS08295	753	250	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1770051	1771109	-							LP_RS08300	1059		old_locus_tag=lp_1956
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1770051	1771109	-	WP_003644469.1	WP_003644469.1		ABC transporter permease			LP_RS08300	1059	352	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1771106	1772176	-							LP_RS08305	1071		old_locus_tag=lp_1957
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1771106	1772176	-	WP_003644470.1	WP_003644470.1		ABC transporter permease			LP_RS08305	1071	356	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1772178	1773071	-							LP_RS08310	894		old_locus_tag=lp_1958
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1772178	1773071	-	WP_003645985.1	WP_003645985.1		ABC transporter ATP-binding protein			LP_RS08310	894	297	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1773055	1773444	-							LP_RS08315	390		old_locus_tag=lp_1959
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1773055	1773444	-	WP_003645984.1	WP_003645984.1		GntR family transcriptional regulator			LP_RS08315	390	129	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1774200	1775306	-					rpoD		LP_RS08320	1107		old_locus_tag=lp_1962
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1774200	1775306	-	WP_003640674.1	WP_003640674.1		RNA polymerase sigma factor RpoD	rpoD		LP_RS08320	1107	368	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1775388	1777268	-					dnaG		LP_RS08325	1881		old_locus_tag=lp_1963
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1775388	1777268	-	WP_011101607.1	WP_011101607.1		DNA primase	dnaG		LP_RS08325	1881	626	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1777525	1779609	-					glyS		LP_RS08330	2085		old_locus_tag=lp_1964
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1777525	1779609	-	WP_011101608.1	WP_011101608.1		glycine--tRNA ligase subunit beta	glyS		LP_RS08330	2085	694	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1779609	1780508	-					glyQ		LP_RS08335	900		old_locus_tag=lp_1965
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1779609	1780508	-	WP_003640677.1	WP_003640677.1		glycine--tRNA ligase subunit alpha	glyQ		LP_RS08335	900	299	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1780831	1781607	-					recO		LP_RS08340	777		old_locus_tag=lp_1966
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1780831	1781607	-	WP_003644472.1	WP_003644472.1		DNA repair protein RecO	recO		LP_RS08340	777	258	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1781638	1782546	-					era		LP_RS08345	909		old_locus_tag=lp_1967
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1781638	1782546	-	WP_003640679.1	WP_003640679.1		GTPase Era	era		LP_RS08345	909	302	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1782587	1783003	-							LP_RS08350	417		old_locus_tag=lp_1968
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1782587	1783003	-	WP_011101609.1	WP_011101609.1		diacylglycerol kinase family protein			LP_RS08350	417	138	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1782987	1783466	-					ybeY		LP_RS08355	480		old_locus_tag=lp_1969
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1782987	1783466	-	WP_003640681.1	WP_003640681.1		rRNA maturation RNase YbeY	ybeY		LP_RS08355	480	159	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1783476	1784453	-							LP_RS08360	978		old_locus_tag=lp_1970
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1783476	1784453	-	WP_003644473.1	WP_003644473.1		PhoH family protein			LP_RS08360	978	325	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1784786	1785229	-							LP_RS08365	444		old_locus_tag=lp_1972
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1784786	1785229	-	WP_003640683.1	WP_003640683.1		GatB/YqeY domain-containing protein			LP_RS08365	444	147	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1785271	1785459	-					rpsU		LP_RS08370	189		old_locus_tag=lp_1973
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1785271	1785459	-	WP_003638914.1	WP_003638914.1		30S ribosomal protein S21	rpsU		LP_RS08370	189	62	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1785692	1786510	+							LP_RS08375	819		old_locus_tag=lp_1974
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1785692	1786510	+	WP_003640684.1	WP_003640684.1		kinase/pyrophosphorylase			LP_RS08375	819	272	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1786653	1787378	-							LP_RS08380	726		old_locus_tag=lp_1975
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1786653	1787378	-	WP_003640685.1	WP_003640685.1		SDR family oxidoreductase			LP_RS08380	726	241	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1787436	1788332	-							LP_RS08385	897		old_locus_tag=lp_1976
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1787436	1788332	-	WP_011101610.1	WP_011101610.1		deoxyribonuclease IV			LP_RS08385	897	298	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1788445	1789605	-							LP_RS08390	1161		old_locus_tag=lp_1977
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1788445	1789605	-	WP_011101611.1	WP_011101611.1		CDP-glycerol glycerophosphotransferase family protein			LP_RS08390	1161	386	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1789978	1790853	-							LP_RS08395	876		old_locus_tag=lp_1978
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1789978	1790853	-	WP_003640688.1	WP_003640688.1		YitT family protein			LP_RS08395	876	291	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1791056	1791586	-					msrA		LP_RS08400	531		old_locus_tag=lp_1979
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1791056	1791586	-	WP_003644477.1	WP_003644477.1		peptide-methionine (S)-S-oxide reductase MsrA	msrA		LP_RS08400	531	176	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1791667	1793463	-					aspS		LP_RS08405	1797		old_locus_tag=lp_1980
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1791667	1793463	-	WP_011101612.1	WP_011101612.1		aspartate--tRNA ligase	aspS		LP_RS08405	1797	598	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1793505	1794785	-					hisS		LP_RS08410	1281		old_locus_tag=lp_1981
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1793505	1794785	-	WP_003640691.1	WP_003640691.1		histidine--tRNA ligase	hisS		LP_RS08410	1281	426	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1795176	1796024	+							LP_RS08415	849		old_locus_tag=lp_1982
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1795176	1796024	+	WP_003640692.1	WP_003640692.1		N-acetylmuramoyl-L-alanine amidase			LP_RS08415	849	282	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1796293	1797135	+							LP_RS08420	843		old_locus_tag=lp_1983
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1796293	1797135	+	WP_003644479.1	WP_003644479.1		fructosamine kinase family protein			LP_RS08420	843	280	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1797243	1797866	-							LP_RS08425	624		old_locus_tag=lp_1985
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1797243	1797866	-	WP_011101613.1	WP_011101613.1		HAD family hydrolase			LP_RS08425	624	207	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1797939	1798385	-					dtd		LP_RS08430	447		old_locus_tag=lp_1986
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1797939	1798385	-	WP_003640695.1	WP_003640695.1		D-aminoacyl-tRNA deacylase	dtd		LP_RS08430	447	148	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1798395	1800662	-							LP_RS08435	2268		old_locus_tag=lp_1987
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1798395	1800662	-	WP_003640696.1	WP_003640696.1		bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase			LP_RS08435	2268	755	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1800743	1801078	-							LP_RS08440	336		old_locus_tag=lp_1988
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1800743	1801078	-	WP_003640697.1	WP_003640697.1		hypothetical protein			LP_RS08440	336	111	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1801149	1801901	-							LP_RS08445	753		old_locus_tag=lp_1989
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1801149	1801901	-	WP_003640698.1	WP_003640698.1		16S rRNA (uracil(1498)-N(3))-methyltransferase			LP_RS08445	753	250	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1801914	1802864	-					prmA		LP_RS08450	951		old_locus_tag=lp_1990
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1801914	1802864	-	WP_011101614.1	WP_011101614.1		50S ribosomal protein L11 methyltransferase	prmA		LP_RS08450	951	316	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1802973	1803602	-							LP_RS08455	630		old_locus_tag=lp_1991
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1802973	1803602	-	WP_011101615.1	WP_011101615.1		DNA-3-methyladenine glycosylase			LP_RS08455	630	209	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1803669	1803959	-							LP_RS08460	291		old_locus_tag=lp_1992
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1803669	1803959	-	WP_003640701.1	WP_003640701.1		hypothetical protein			LP_RS08460	291	96	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1804214	1804504	+							LP_RS08465	291		old_locus_tag=lp_1994
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1804214	1804504	+	WP_003640702.1	WP_003640702.1		hypothetical protein			LP_RS08465	291	96	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1804813	1805565	+							LP_RS08470	753		old_locus_tag=lp_1995
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1804813	1805565	+	WP_011101616.1	WP_011101616.1		toxin Cry1Ac domain D-VI-related protein			LP_RS08470	753	250	
gene	pseudogene	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1805889	1806182	+							LP_RS08475	294		partial;pseudo;old_locus_tag=lp_1997
CDS	without_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1805889	1806182	+				tyrosine-type recombinase/integrase			LP_RS08475	294		partial;pseudo
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1806948	1807142	+							LP_RS08480	195		old_locus_tag=lp_1998
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1806948	1807142	+	WP_023376657.1	WP_023376657.1		hypothetical protein			LP_RS08480	195	64	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1807170	1807982	+							LP_RS08485	813		old_locus_tag=lp_2000
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1807170	1807982	+	WP_011101618.1	WP_011101618.1		hypothetical protein			LP_RS08485	813	270	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1808474	1809142	+							LP_RS08495	669		old_locus_tag=lp_2002
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1808474	1809142	+	WP_011101620.1	WP_011101620.1		hypothetical protein			LP_RS08495	669	222	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1809123	1810247	+							LP_RS08500	1125		old_locus_tag=lp_2003
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1809123	1810247	+	WP_060683987.1	WP_060683987.1		XRE family transcriptional regulator			LP_RS08500	1125	374	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1810277	1811017	+							LP_RS08505	741		old_locus_tag=lp_2004
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1810277	1811017	+	WP_011101622.1	WP_011101622.1		hypothetical protein			LP_RS08505	741	246	
gene	pseudogene	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1811098	1811520	-							LP_RS08510	423		partial;pseudo;old_locus_tag=lp_2005
CDS	without_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1811098	1811520	-				transposase			LP_RS08510	423		partial;pseudo
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1811513	1813165	-							LP_RS08515	1653		old_locus_tag=lp_2006
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1811513	1813165	-	WP_011101624.1	WP_011101624.1		IS1182 family transposase			LP_RS08515	1653	550	
gene	pseudogene	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1813312	1814084	-							LP_RS08520	773		partial;pseudo;old_locus_tag=lp_2009
CDS	without_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1813312	1814084	-				transposase			LP_RS08520	773		partial;pseudo
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1814611	1814922	+							LP_RS15935	312		old_locus_tag=lp_2011
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1814611	1814922	+	WP_060683989.1	WP_060683989.1		helix-turn-helix domain containing protein			LP_RS15935	312	103	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1815428	1815586	+							LP_RS15940	159		old_locus_tag=lp_2013a
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1815428	1815586	+	WP_237770669.1	WP_237770669.1		transposase family protein			LP_RS15940	159	52	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1815600	1815812	+							LP_RS15945	213		old_locus_tag=lp_2014
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1815600	1815812	+	WP_060683990.1	WP_060683990.1		transposase			LP_RS15945	213	70	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1815868	1817703	-					lepA		LP_RS08540	1836		old_locus_tag=lp_2015
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1815868	1817703	-	WP_003640703.1	WP_003640703.1		translation elongation factor 4	lepA		LP_RS08540	1836	611	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1817867	1819144	-					dltD		LP_RS08545	1278		old_locus_tag=lp_2016
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1817867	1819144	-	WP_003640704.1	WP_003640704.1		D-alanyl-lipoteichoic acid biosynthesis protein DltD	dltD		LP_RS08545	1278	425	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1819141	1819383	-					dltC		LP_RS08550	243		old_locus_tag=lp_2017
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1819141	1819383	-	WP_003640705.1	WP_003640705.1		D-alanine--poly(phosphoribitol) ligase subunit DltC	dltC		LP_RS08550	243	80	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1819407	1820621	-					dltB		LP_RS08555	1215		old_locus_tag=lp_2018
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1819407	1820621	-	WP_003640706.1	WP_003640706.1		D-alanyl-lipoteichoic acid biosynthesis protein DltB	dltB		LP_RS08555	1215	404	
